TID	Items	Quantities	Profit	Utility
T781	1,3,5,7,9,11,14,15,17,20,21,23,26,27,29,31,34,36,38,40,42,45,47,48,50,52,54,56,58,60,62,64,66,68,70,72,74	2,2,4,2,2,1,1,3,2,1,1,2,4,2,1,1,4,2,3,3,3,2,1,2,2,1,2,3,3,3,1,1,4,4,4,4,3	1,-2,4,4,-4,-5,-5,-5,-5,-2,-2,-3,-1,2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-4,16,8,-8,-5,-5,-15,-10,-2,-2,-6,-4,4,-1,4,-4,-6,-6,-12,-9,-2,-2,-2,-8,-1,-10,-9,-6,-15,-4,-3,-12,-16,12,8,-12
T782	1,3,5,7,9,11,14,15,17,19,21,23,26,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,71,72,74	3,3,4,2,2,1,1,4,3,1,4,4,3,2,2,2,1,2,2,3,1,3,4,2,4,4,3,4,1,4,4,2,1,1,1,4,3	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-1,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-6,16,8,-8,-5,-5,-20,-15,-5,-8,-12,-3,4,-2,8,-1,-6,-6,-12,-3,-3,-16,-2,-16,-4,-15,-12,-2,-20,-16,-6,-3,-4,-1,8,-12
T783	1,3,5,7,9,11,13,15,17,19,21,23,26,27,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,69,70,72,74	3,1,2,4,4,4,4,3,4,3,4,4,4,4,4,2,2,2,2,1,4,1,1,2,1,3,3,3,1,4,3,1,3,2,2,1,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-1,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	3,-2,8,16,-16,-20,-4,-15,-20,-15,-8,-12,-4,8,-4,8,-2,-6,-4,-4,-12,-1,-4,-2,-4,-3,9,-9,-2,-20,-12,-3,-9,4,6,2,-4
T784	1,3,5,7,9,11,13,15,17,19,21,23,26,27,29,31,34,36,39,40,42,45,46,48,50,52,55,56,58,60,62,64,66,68,71,72,74	3,4,1,2,3,1,4,3,1,1,4,1,2,4,4,4,1,2,2,2,4,3,2,3,4,3,4,2,2,4,1,1,2,4,1,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-1,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	3,-8,4,8,-12,-5,-4,-15,-5,-5,-8,-3,-2,8,-4,16,-1,-6,-6,-8,-12,-3,-8,-3,-16,-3,12,-6,-4,-20,-4,-3,-6,-16,-1,8,-12
T785	1,3,5,7,9,11,14,15,17,19,21,23,26,27,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,69,70,72,74	4,1,3,4,3,3,3,4,4,2,4,1,4,4,1,3,1,4,3,3,2,1,2,2,3,1,2,1,4,3,3,2,4,3,1,2,4	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-1,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-2,12,16,-12,-15,-15,-20,-20,-10,-8,-3,-4,8,-1,12,-1,-12,-6,-12,-6,-1,-8,-2,-12,-1,6,-3,-8,-15,-12,-6,-12,6,3,4,-16
T786	1,3,5,7,9,11,14,15,17,19,21,23,26,27,29,31,34,36,39,40,42,45,46,48,50,52,55,56,58,60,62,64,66,68,71,72,74	4,1,4,1,1,1,1,3,2,3,1,2,3,1,1,3,3,4,4,4,2,3,2,2,1,4,1,2,3,3,4,1,1,4,3,1,1	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-1,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,-4	4,-2,16,4,-4,-5,-5,-15,-10,-15,-2,-6,-3,2,-1,12,-3,-12,-12,-16,-6,-3,-8,-2,-4,-4,3,-6,-6,-15,-16,-3,-3,-16,-3,2,-4
T787	1,3,5,7,9,11,13,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	2,2,1,4,4,1,2,4,3,2,4,4,1,1,1,1,3,2,3,4,1,1,2,1,1,3,4,2,1,4,2,3,2,3,4,3,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	2,-4,4,16,-16,-5,-2,-20,-15,-10,-8,-12,-1,-2,-1,4,-3,-6,-6,-16,-3,-1,-8,-1,-4,-3,-20,-6,-2,-20,-8,-9,-6,-12,12,6,-8
T788	1,3,5,7,9,11,13,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	4,3,2,2,4,2,1,4,2,4,4,2,2,4,1,4,1,3,1,2,2,2,3,2,4,3,4,2,1,3,4,3,3,3,3,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	4,-6,8,8,-16,-10,-1,-20,-10,-20,-8,-6,-2,-8,-1,16,-1,-9,-2,-8,-6,-2,-12,-2,-16,-3,-20,-6,-2,-15,-16,-9,-9,6,9,8,-12
T789	1,3,5,7,9,11,14,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74	1,3,4,3,4,2,1,3,4,3,2,1,1,4,2,4,4,2,1,2,1,1,2,1,3,2,1,3,1,2,4,4,1,1,3,1,1	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,-4	1,-6,16,12,-16,-10,-5,-15,-20,-15,-4,-3,-1,-8,-2,16,-4,-6,-2,-8,-3,-1,-8,-1,-12,-2,-5,-9,-2,-10,-16,-12,-3,-4,9,2,-4
T790	1,3,5,7,9,11,14,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,54,56,58,60,62,64,66,69,70,72,74	3,4,2,4,2,4,3,2,2,4,3,2,4,2,3,4,3,2,1,2,1,2,2,3,4,3,1,4,2,3,2,2,4,1,1,4,1	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,-4	3,-8,8,16,-8,-20,-15,-10,-10,-20,-6,-6,-4,-4,-3,16,-3,-6,-2,-8,-3,-2,-8,-3,-16,-3,-5,-12,-4,-15,-8,-6,-12,2,3,8,-4
T791	1,3,5,7,9,11,13,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,68,70,72,74	4,1,1,2,3,1,2,4,4,4,2,3,3,3,4,2,1,1,3,4,3,2,3,1,2,3,4,4,2,2,4,3,2,1,3,3,4	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,-4	4,-2,4,8,-12,-5,-2,-20,-20,-20,-4,-9,-3,-6,-4,8,-1,-3,-6,-16,-9,-2,-12,-1,-8,-3,12,-12,-4,-10,-16,-9,-6,-4,9,6,-16
T792	1,3,5,7,9,11,13,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,69,70,72,74	2,2,4,4,3,1,4,4,3,3,1,2,3,2,3,4,4,3,3,3,3,2,2,4,1,3,3,1,2,3,1,2,3,4,4,3,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	2,-4,16,16,-12,-5,-4,-20,-15,-15,-2,-6,-3,-4,-3,16,-4,-9,-6,-12,-9,-2,-8,-4,-4,-3,9,-3,-4,-15,-4,-6,-9,8,12,6,-12
T793	1,3,5,7,9,11,14,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,68,70,72,74	3,1,1,4,2,3,1,4,4,3,1,3,4,4,3,2,1,2,1,4,4,4,1,3,4,4,2,1,2,1,4,2,4,1,4,3,1	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,-4	3,-2,4,16,-8,-15,-5,-20,-20,-15,-2,-9,-4,-8,-3,8,-1,-6,-2,-16,-12,-4,-4,-3,-16,-4,6,-3,-4,-5,-16,-6,-12,-4,12,6,-4
T794	1,3,5,7,9,11,14,15,17,19,21,23,26,28,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,69,70,72,74	1,3,4,3,3,1,3,2,3,1,4,4,2,2,4,3,1,1,2,3,4,2,1,4,4,4,4,3,2,4,2,1,4,1,4,4,2	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-1,-2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,-4	1,-6,16,12,-12,-5,-15,-10,-15,-5,-8,-12,-2,-4,-4,12,-1,-3,-4,-12,-12,-2,-4,-4,-16,-4,12,-9,-4,-20,-8,-3,-12,2,12,8,-8
T795	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,70,72,75	2,1,1,2,2,1,3,4,1,4,4,2,3,3,1,4,1,3,4,4,3,1,1,1,1,1,2,2,3,4,4,4,4,4,1,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,3	2,-2,4,8,-8,-5,-3,-20,-5,-20,-8,-6,-9,6,-1,16,-1,-9,-8,-16,-9,-1,-4,-1,-4,-1,-10,-6,-6,-20,-16,-12,-12,-16,3,8,9
T796	1,3,5,7,9,11,13,15,17,20,21,23,25,27,29,31,34,36,38,40,42,45,47,48,50,52,54,56,58,60,62,64,66,69,70,72,75	4,4,3,1,1,4,1,2,3,4,4,1,4,3,2,3,4,3,3,3,2,1,3,1,1,2,2,2,3,1,3,4,3,3,2,3,4	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,3	4,-8,12,4,-4,-20,-1,-10,-15,-8,-8,-3,-12,6,-2,12,-4,-9,-6,-12,-6,-1,-6,-1,-4,-2,-10,-6,-6,-5,-12,-12,-9,6,6,6,12
T797	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,51,52,54,56,58,60,62,64,66,68,70,72,75	4,3,1,4,4,4,3,1,4,4,3,2,1,3,3,4,4,2,4,4,4,1,1,3,2,4,3,2,2,3,1,3,4,1,3,1,4	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,3	4,-6,4,16,-16,-20,-3,-5,-20,-20,-6,-6,-3,6,-3,16,-4,-6,-8,-16,-12,-1,-4,-3,2,-4,-15,-6,-4,-15,-4,-9,-12,-4,9,2,12
T798	1,3,5,7,9,11,13,15,17,20,21,23,25,27,29,31,34,36,38,40,42,45,47,48,51,52,54,56,58,60,62,64,66,69,70,72,75	3,3,2,3,2,4,2,4,4,2,2,1,1,1,4,2,2,3,3,1,3,1,4,4,3,1,2,2,3,4,4,2,2,2,2,1,4	1,-2,4,4,-4,-5,-1,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,3	3,-6,8,12,-8,-20,-2,-20,-20,-4,-4,-3,-3,2,-4,8,-2,-9,-6,-4,-9,-1,-8,-4,3,-1,-10,-6,-6,-20,-16,-6,-6,4,6,2,12
T799	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,70,72,75	1,4,2,1,3,2,4,3,1,1,4,1,2,1,3,4,2,3,3,2,4,2,3,4,4,3,1,1,1,2,3,1,3,2,3,3,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,3	1,-8,8,4,-12,-10,-4,-15,-5,-5,-8,-3,-6,2,-3,16,-2,-9,-9,-8,-12,-2,-12,-4,-16,-3,-5,-3,-2,-10,-12,-3,-9,-8,9,6,3
T800	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,71,72,75	3,1,4,2,2,4,1,1,3,3,2,4,1,4,4,4,1,3,4,4,2,1,3,3,2,2,2,4,4,1,4,3,1,4,1,3,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,3	3,-2,16,8,-8,-20,-1,-5,-15,-15,-4,-12,-3,8,-4,16,-1,-9,-12,-16,-6,-1,-12,-3,-8,-2,-10,-12,-8,-5,-16,-9,-3,-16,-1,6,3
T801	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,69,71,72,75	3,4,2,3,1,3,4,1,1,4,2,3,3,1,4,2,4,2,3,3,2,2,1,1,4,4,4,2,3,3,2,4,3,3,1,1,4	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,-1,2,3	3,-8,8,12,-4,-15,-4,-5,-5,-20,-4,-9,-9,2,-4,8,-4,-6,-9,-12,-6,-2,-4,-1,-16,-4,-20,-6,-6,-15,-8,-12,-9,6,-1,2,12
T802	1,3,5,7,9,12,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,69,71,72,75	3,2,2,3,4,4,3,1,2,3,4,2,3,1,1,4,3,1,4,2,2,2,1,4,1,3,4,3,4,1,4,4,4,3,1,1,3	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,-1,2,3	3,-4,8,12,-16,4,-3,-5,-10,-15,-8,-6,-9,2,-1,16,-3,-3,-12,-8,-6,-2,-4,-4,-4,-3,-20,-9,-8,-5,-16,-12,-12,6,-1,2,9
T803	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,51,52,54,56,58,60,62,64,66,68,71,72,75	2,3,1,2,1,4,4,1,1,2,4,2,3,3,1,3,1,2,1,2,4,1,1,4,4,2,1,1,3,2,3,3,2,4,3,1,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,-1,2,3	2,-6,4,8,-4,-20,-4,-5,-5,-10,-8,-6,-9,6,-1,12,-1,-6,-3,-8,-12,-1,-4,-4,4,-2,-5,-3,-6,-10,-12,-9,-6,-16,-3,2,9
T804	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,51,52,54,56,58,60,62,64,66,69,71,72,75	4,2,1,3,2,1,3,1,3,2,1,2,1,3,1,3,1,2,2,3,4,1,3,4,1,3,2,2,1,1,4,2,4,4,2,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,2,-1,2,3	4,-4,4,12,-8,-5,-3,-5,-15,-10,-2,-6,-3,6,-1,12,-1,-6,-6,-12,-12,-1,-12,-4,1,-3,-10,-6,-2,-5,-16,-6,-12,8,-2,8,9
T805	1,3,5,7,9,11,14,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,70,72,75	1,1,4,1,4,4,3,3,4,4,1,2,3,4,3,1,3,2,2,2,2,4,1,1,3,3,3,2,3,1,4,4,1,2,2,4,1	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,3	1,-2,16,4,-16,-20,-15,-15,-20,-20,-2,-6,-9,8,-3,4,-3,-6,-4,-8,-6,-4,-4,-1,-12,-3,-15,-6,-6,-5,-16,-12,-3,-8,6,8,3
T806	1,3,5,7,9,11,14,15,17,20,21,23,25,27,29,31,34,36,38,40,42,45,47,48,50,52,54,56,58,60,62,64,66,69,70,72,75	4,1,2,2,4,2,4,4,4,1,3,4,1,3,2,2,4,4,3,4,3,3,4,4,2,3,2,3,4,1,3,4,4,3,1,2,1	1,-2,4,4,-4,-5,-5,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,3	4,-2,8,8,-16,-10,-20,-20,-20,-2,-6,-12,-3,6,-2,8,-4,-12,-6,-16,-9,-3,-8,-4,-8,-3,-10,-9,-8,-5,-12,-12,-12,6,3,4,3
T807	1,3,5,7,9,11,14,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,51,52,54,56,58,60,62,64,66,68,70,72,75	2,4,2,4,2,2,4,2,4,4,4,4,4,1,2,2,4,3,3,1,1,2,3,4,1,4,4,3,3,4,1,1,3,2,4,3,2	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,3	2,-8,8,16,-8,-10,-20,-10,-20,-20,-8,-12,-12,2,-2,8,-4,-9,-6,-4,-3,-2,-12,-4,1,-4,-20,-9,-6,-20,-4,-3,-9,-8,12,6,6
T808	1,3,5,7,9,11,14,15,17,20,21,23,25,27,29,31,34,36,38,40,42,45,47,48,51,52,54,56,58,60,62,64,66,69,70,72,75	2,4,2,3,1,1,2,1,1,3,4,2,3,1,1,1,4,1,3,1,1,4,3,4,3,3,1,1,2,3,3,1,3,1,4,2,1	1,-2,4,4,-4,-5,-5,-5,-5,-2,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-2,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,2,3,2,3	2,-8,8,12,-4,-5,-10,-5,-5,-6,-8,-6,-9,2,-1,4,-4,-3,-6,-4,-3,-4,-6,-4,3,-3,-5,-3,-4,-15,-12,-3,-9,2,12,4,3
T809	1,3,5,7,9,11,14,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,68,70,72,75	3,2,1,1,3,2,1,1,1,3,1,2,3,3,1,3,4,4,1,3,3,2,2,1,3,3,4,3,2,2,3,1,3,4,2,3,3	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,-4,3,2,3	3,-4,4,4,-12,-10,-5,-5,-5,-15,-2,-6,-9,6,-1,12,-4,-12,-3,-12,-9,-2,-8,-1,-12,-3,-20,-9,-4,-10,-12,-3,-9,-16,6,6,9
T810	1,3,5,7,9,11,14,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,69,71,72,75	3,4,4,4,4,4,3,3,2,2,1,2,3,4,3,2,3,2,1,2,1,4,2,3,1,1,4,3,1,4,1,3,1,3,2,2,2	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,-1,2,3	3,-8,16,16,-16,-20,-15,-15,-10,-10,-2,-6,-9,8,-3,8,-3,-6,-3,-8,-3,-4,-8,-3,-4,-1,-20,-9,-2,-20,-4,-9,-3,6,-2,4,6
T811	1,3,5,7,9,12,14,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,54,56,58,60,62,64,66,69,71,72,75	2,4,1,1,2,4,3,2,1,4,3,3,4,4,1,2,4,4,4,3,1,2,1,1,1,4,4,3,3,4,2,2,4,2,1,4,2	1,-2,4,4,-4,1,-5,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,-5,-3,-2,-5,-4,-3,-3,2,-1,2,3	2,-8,4,4,-8,4,-15,-10,-5,-20,-6,-9,-12,8,-1,8,-4,-12,-12,-12,-3,-2,-4,-1,-4,-4,-20,-9,-6,-20,-8,-6,-12,4,-1,8,6
T812	1,3,5,7,9,11,14,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,51,52,54,56,58,60,62,64,66,69,71,72,75	2,3,3,2,2,4,4,3,1,3,2,2,4,4,1,1,3,4,1,4,3,4,3,4,3,1,2,1,2,3,1,2,3,4,4,2,1	1,-2,4,4,-4,-5,-5,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,1,-1,-5,-3,-2,-5,-4,-3,-3,2,-1,2,3	2,-6,12,8,-8,-20,-20,-15,-5,-15,-4,-6,-12,8,-1,4,-3,-12,-3,-16,-9,-4,-12,-4,3,-1,-10,-3,-4,-15,-4,-6,-9,8,-4,4,3
T813	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,68,70,72,75	4,3,3,1,2,1,1,1,4,2,3,4,3,3,2,2,1,3,4,3,4,4,2,4,1,1,4,1,2,3,3,4,3,3,1,2,2	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,3	4,-6,12,4,-8,-5,-1,-5,-20,-10,-6,-12,-9,6,-2,8,-1,-9,-8,-12,-12,-4,-8,-4,-4,-1,12,-3,-4,-15,-12,-12,-9,-12,3,4,6
T814	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,50,52,55,56,58,60,62,64,66,69,70,72,75	2,4,3,2,3,2,2,4,4,2,1,3,4,4,4,1,1,1,3,2,4,4,1,2,4,2,2,3,1,3,4,3,3,2,1,4,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,3	2,-8,12,8,-12,-10,-2,-20,-20,-10,-2,-9,-12,8,-4,4,-1,-3,-6,-8,-12,-4,-4,-2,-16,-2,6,-9,-2,-15,-16,-9,-9,4,3,8,3
T815	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,51,52,55,56,58,60,62,64,66,68,70,72,75	1,3,2,4,2,1,1,3,2,1,2,4,2,2,4,2,2,1,3,3,1,2,2,2,3,4,1,2,4,1,1,1,1,2,1,2,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,-4,3,2,3	1,-6,8,16,-8,-5,-1,-15,-10,-5,-4,-12,-6,4,-4,8,-2,-3,-6,-12,-3,-2,-8,-2,3,-4,3,-6,-8,-5,-4,-3,-3,-8,3,4,9
T816	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,38,40,42,45,46,48,51,52,55,56,58,60,62,64,66,69,70,72,75	3,1,2,1,2,4,4,2,1,3,3,2,1,2,3,2,1,3,2,2,1,1,3,1,1,3,4,2,1,2,1,2,3,1,2,1,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-2,-4,-3,-1,-4,-1,1,-1,3,-3,-2,-5,-4,-3,-3,2,3,2,3	3,-2,8,4,-8,-20,-4,-10,-5,-15,-6,-6,-3,4,-3,8,-1,-9,-4,-8,-3,-1,-12,-1,1,-3,12,-6,-2,-10,-4,-6,-9,2,6,2,3
T817	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,55,56,58,60,62,64,66,68,71,72,75	3,4,2,3,1,3,3,3,2,4,3,3,2,2,3,1,3,2,1,3,2,2,4,3,1,2,2,4,4,3,3,2,4,1,4,4,3	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,3	3,-8,8,12,-4,-15,-3,-15,-10,-20,-6,-9,-6,4,-3,4,-3,-6,-3,-12,-6,-2,-16,-3,-4,-2,6,-12,-8,-15,-12,-6,-12,-4,-4,8,9
T818	1,3,5,7,9,12,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,55,56,58,60,62,64,66,68,71,72,75	1,1,3,3,1,1,3,3,2,2,2,3,4,2,2,2,4,4,2,2,1,4,3,1,2,1,1,3,1,2,1,3,2,2,4,1,1	1,-2,4,4,-4,1,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,-4,-1,2,3	1,-2,12,12,-4,1,-3,-15,-10,-10,-4,-9,-12,4,-2,8,-4,-12,-6,-8,-3,-4,-12,-1,-8,-1,3,-9,-2,-10,-4,-9,-6,-8,-4,2,3
T819	1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,34,36,39,40,42,45,46,48,50,52,55,56,58,60,62,64,66,69,71,72,75	2,3,1,4,4,4,3,4,3,3,4,2,2,3,4,2,3,2,3,1,3,1,1,3,4,1,2,4,3,1,1,1,1,3,2,3,1	1,-2,4,4,-4,-5,-1,-5,-5,-5,-2,-3,-3,2,-1,4,-1,-3,-3,-4,-3,-1,-4,-1,-4,-1,3,-3,-2,-5,-4,-3,-3,2,-1,2,3	2,-6,4,16,-16,-20,-3,-20,-15,-15,-8,-6,-6,6,-4,8,-3,-6,-9,-4,-9,-1,-4,-3,-16,-1,6,-12,-6,-5,-4,-3,-3,6,-2,6,3
